character,keyword,reading,decomposition,spatial,ids,components_detail,tags
儇,nimble,xuan1,,⿰ (left-right),⿰亻睘,,SC::L2
皞,bright (8),hao4,white,⿰ (left-right),⿰白皋,"<span style=""color:#1a5276"">白</span> <span style=""color:#666"">white</span>",SC::L2
䴘,used in 鷿鷈|䴙䴘[pi4 ti1],ti1,amphibious animal with one horn + bird,⿰ (left-right),⿰虒鸟,"<span style=""color:#1a5276"">虒</span> <span style=""color:#666"">amphibious animal with one horn</span><br><span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L2
艎,fast ship,huang2,boat + emperor,⿰ (left-right),⿰舟皇,"<span style=""color:#1a5276"">舟</span> <span style=""color:#666"">boat</span><br><span style=""color:#1a5276"">皇</span> <span style=""color:#666"">emperor</span>",SC::L2
艏,bow of a ship,shou3,boat + heads / neck,⿰ (left-right),⿰舟首,"<span style=""color:#1a5276"">舟</span> <span style=""color:#666"">boat</span><br><span style=""color:#1a5276"">首</span> <span style=""color:#666"">heads / neck</span>",SC::L2
鹟,flycatcher (bird),weng1,elderly man / venerable old man + bird,⿰ (left-right),⿰翁鸟,"<span style=""color:#1a5276"">翁</span> <span style=""color:#666"">elderly man / venerable old man</span><br><span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L2
𩾃,Sciaena albiflora,mian3,fish + avoid / excuse,⿰ (left-right),⿰鱼免,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span><br><span style=""color:#1a5276"">免</span> <span style=""color:#666"">avoid / excuse</span>",SC::L2
鲦,"Korean sharpbelly (fish, Hemiculter leucisculus)",tiao2,fish + strip / twig,⿰ (left-right),⿰鱼条,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span><br><span style=""color:#1a5276"">条</span> <span style=""color:#666"">strip / twig</span>",SC::L2
鲪,Sebastodes guntheri,jun1,fish + monarch / old boy,⿰ (left-right),⿰鱼君,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span><br><span style=""color:#1a5276"">君</span> <span style=""color:#666"">monarch / old boy</span>",SC::L2
鲬,a flathead (fish),,fish + chop-rack,⿰ (left-right),⿰鱼甬,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span><br><span style=""color:#1a5276"">甬</span> <span style=""color:#666"">chop-rack</span>",SC::L2
橥,Zelkova acuminata,zhu1,pig / boar + tree,⿱ (top-bottom),⿱猪木,"<span style=""color:#1a5276"">猪</span> <span style=""color:#666"">pig / boar</span><br><span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span>",SC::L2
觭,odd,ji1,angle + strange,⿰ (left-right),⿰角奇,"<span style=""color:#1a5276"">角</span> <span style=""color:#666"">angle</span><br><span style=""color:#1a5276"">奇</span> <span style=""color:#666"">strange</span>",SC::L2
鹠,the owl,liu2,stay / detain + bird,⿰ (left-right),⿰留鸟,"<span style=""color:#1a5276"">留</span> <span style=""color:#666"">stay / detain</span><br><span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L2
鹡,wagtail,ji2,backbone / spinal column + bird,⿰ (left-right),⿰脊鸟,"<span style=""color:#1a5276"">脊</span> <span style=""color:#666"">backbone / spinal column</span><br><span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L2
糇,dry provisions,hou2,rice + marquis,⿰ (left-right),⿰米侯,"<span style=""color:#1a5276"">米</span> <span style=""color:#666"">rice</span><br><span style=""color:#1a5276"">侯</span> <span style=""color:#666"">marquis</span>",SC::L2
糈,official pay,xu3,rice + assist,⿰ (left-right),⿰米胥,"<span style=""color:#1a5276"">米</span> <span style=""color:#666"">rice</span><br><span style=""color:#1a5276"">胥</span> <span style=""color:#666"">assist</span>",SC::L2
翦,clip,Jian3,in front + feathers,⿱ (top-bottom),⿱前羽,"<span style=""color:#1a5276"">前</span> <span style=""color:#666"">in front</span><br><span style=""color:#1a5276"">羽</span> <span style=""color:#666"">feathers</span>",SC::L2
鹢,fishhawk bow or prow,yi4,benefit + bird,⿰ (left-right),⿰益鸟,"<span style=""color:#1a5276"">益</span> <span style=""color:#666"">benefit</span><br><span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L2
鹣,mythical bird with one eye and one wing,jian1,double / concurrently + bird,⿰ (left-right),⿰兼鸟,"<span style=""color:#1a5276"">兼</span> <span style=""color:#666"">double / concurrently</span><br><span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L2
熛,flame flaring,biao1,fire + ticket / ballot,⿰ (left-right),⿰火票,"<span style=""color:#1a5276"">火</span> <span style=""color:#666"">fire</span><br><span style=""color:#1a5276"">票</span> <span style=""color:#666"">ticket / ballot</span>",SC::L2
潖,name of a place in Guangdong,,lute,⿰ (left-right),⿰氵琶,"<span style=""color:#1a5276"">琶</span> <span style=""color:#666"">lute</span>",SC::L2
潵,name of a river in Hebei Province,Sa3,scattered,⿰ (left-right),⿰氵散,"<span style=""color:#1a5276"">散</span> <span style=""color:#666"">scattered</span>",SC::L2
㵐,Jue River in Hubei,Jue2,to faint,⿰ (left-right),⿰氵厥,"<span style=""color:#1a5276"">厥</span> <span style=""color:#666"">to faint</span>",SC::L2
澂,clear and still water,cheng2,,⿰ (left-right),⿰氵𢽠,,SC::L2
澛,old variant of 滷|卤[lu3],lu3,Lu,⿰ (left-right),⿰氵鲁,"<span style=""color:#1a5276"">鲁</span> <span style=""color:#666"">Lu</span>",SC::L2
潽,to boil over,pu1,universal,⿰ (left-right),⿰氵普,"<span style=""color:#1a5276"">普</span> <span style=""color:#666"">universal</span>",SC::L2
潾,clear (as of water) (2),lin2,jack-o’-lantern,⿰ (left-right),⿰氵粦,"<span style=""color:#1a5276"">粦</span> <span style=""color:#666"">jack-o’-lantern</span>",SC::L2
潏,to bubble up,jue2,propitious,⿰ (left-right),⿰氵矞,"<span style=""color:#1a5276"">矞</span> <span style=""color:#666"">propitious</span>",SC::L2
憭,intelligible,liao3,pup tent,⿰ (left-right),⿰忄尞,"<span style=""color:#1a5276"">尞</span> <span style=""color:#666"">pup tent</span>",SC::L2
𬸣,(adjective) (of birds) flying,xian1,bird,⿱ (top-bottom),⿱𡨄鸟,"<span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L2
戭,spear (2),yan3,sign of the tiger + halberd,⿰ (left-right),⿰寅戈,"<span style=""color:#1a5276"">寅</span> <span style=""color:#666"">sign of the tiger</span><br><span style=""color:#1a5276"">戈</span> <span style=""color:#666"">halberd</span>",SC::L2
褯,used in 褯子[jie4 zi5],jie4,mat / seat,⿰ (left-right),⿰衤席,"<span style=""color:#1a5276"">席</span> <span style=""color:#666"">mat / seat</span>",SC::L2
禤,surname Xuan,Xuan1,feathers,⿰ (left-right),⿰礻⿱罒羽,"<span style=""color:#1a5276"">羽</span> <span style=""color:#666"">feathers</span>",SC::L2
𫍽,usually used in a name,xuan1,,⿰ (left-right),⿰讠睘,,SC::L2
嫽,to play,liao2,woman + pup tent,⿰ (left-right),⿰女尞,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">尞</span> <span style=""color:#666"">pup tent</span>",SC::L2
遹,in accordance with,Yu4,road + propitious,⿺ (bottom-left-wrap),⿺辶矞,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">矞</span> <span style=""color:#666"">propitious</span>",SC::L2
𬴊,horse with a dappled coat,lin2,horse + jack-o’-lantern,⿰ (left-right),⿰马粦,"<span style=""color:#1a5276"">马</span> <span style=""color:#666"">horse</span><br><span style=""color:#1a5276"">粦</span> <span style=""color:#666"">jack-o’-lantern</span>",SC::L2
璥,a kind of jade (9),jing3,revere / awe,⿰ (left-right),⿰𤣩敬,"<span style=""color:#1a5276"">敬</span> <span style=""color:#666"">revere / awe</span>",SC::L2
璲,pendant girdle-ornaments,sui4,satisfy / consummate,⿰ (left-right),⿰𤣩遂,"<span style=""color:#1a5276"">遂</span> <span style=""color:#666"">satisfy / consummate</span>",SC::L2
憙,joyful thing,xi3,joyful / rejoice + heart,⿱ (top-bottom),⿱喜心,"<span style=""color:#1a5276"">喜</span> <span style=""color:#666"">joyful / rejoice</span><br><span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span>",SC::L2
擐,pass through,huan4,fingers,⿰ (left-right),⿰扌睘,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span>",SC::L2
鄹,name of a state,Zou1,assemble / crowd + pinnacle,⿰ (left-right),⿰聚阝,"<span style=""color:#1a5276"">聚</span> <span style=""color:#666"">assemble / crowd</span><br><span style=""color:#1a5276"">阝</span> <span style=""color:#666"">pinnacle</span>",SC::L2
薳,type of grass,wei3,flower + distant,⿱ (top-bottom),⿱艹遠,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">遠</span> <span style=""color:#666"">distant</span>",SC::L2
鞔,sides or uppers of shoes to stretch a skin on a frame for a drum,,leather + avoid / excuse,⿰ (left-right),⿰革免,"<span style=""color:#1a5276"">革</span> <span style=""color:#666"">leather</span><br><span style=""color:#1a5276"">免</span> <span style=""color:#666"">avoid / excuse</span>",SC::L2
黇,used in 黇鹿[tian1 lu4],tian1,yellow + tell fortunes / fortune-telling,⿰ (left-right),⿰黄占,"<span style=""color:#1a5276"">黄</span> <span style=""color:#666"">yellow</span><br><span style=""color:#1a5276"">占</span> <span style=""color:#666"">tell fortunes / fortune-telling</span>",SC::L2
𬞟,clover fern (Marsilea quadrifolia),pin2,flower + repeatedly,⿱ (top-bottom),⿱艹频,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">频</span> <span style=""color:#666"">repeatedly</span>",SC::L2
薢,woody climbing plant,xiao4,flower + untie / unravel,⿱ (top-bottom),⿱艹解,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">解</span> <span style=""color:#666"">untie / unravel</span>",SC::L2
蕹,"water spinach or ong choy (Ipomoea aquatica), used as a vegetable in south China and southeast Asia",weng4,flower + surname Yong,⿱ (top-bottom),⿱艹雍,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">雍</span> <span style=""color:#666"">surname Yong</span>",SC::L2
橦,tree (7),,tree + juvenile,⿰ (left-right),⿰木童,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span><br><span style=""color:#1a5276"">童</span> <span style=""color:#666"">juvenile</span>",SC::L2
醑,spiritus,xu3,sign of the bird + assist,⿰ (left-right),⿰酉胥,"<span style=""color:#1a5276"">酉</span> <span style=""color:#666"">sign of the bird</span><br><span style=""color:#1a5276"">胥</span> <span style=""color:#666"">assist</span>",SC::L2
觱,tartar horn,bi4,everybody / salty + angle,⿱ (top-bottom),⿱咸角,"<span style=""color:#1a5276"">咸</span> <span style=""color:#666"">everybody / salty</span><br><span style=""color:#1a5276"">角</span> <span style=""color:#666"">angle</span>",SC::L2
磡,dangerous sea-cliff,kan4,stone + survey / intuition,⿰ (left-right),⿰石勘,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span><br><span style=""color:#1a5276"">勘</span> <span style=""color:#666"">survey / intuition</span>",SC::L2
𥕢,place name in Hunan province (3),,stone + Cao / cadet,⿰ (left-right),⿰石曹,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span><br><span style=""color:#1a5276"">曹</span> <span style=""color:#666"">Cao / cadet</span>",SC::L2
豮,gelded pig,fen2,sow + local-yokel chowder,⿰ (left-right),⿰豕贲,"<span style=""color:#1a5276"">豕</span> <span style=""color:#666"">sow</span><br><span style=""color:#1a5276"">贲</span> <span style=""color:#666"">local-yokel chowder</span>",SC::L2
𫟦,decoration on carriage,,car + satisfy / consummate,⿰ (left-right),⿰车遂,"<span style=""color:#1a5276"">车</span> <span style=""color:#666"">car</span><br><span style=""color:#1a5276"">遂</span> <span style=""color:#666"">satisfy / consummate</span>",SC::L2
𬺈,surname Yi (3),Yi3,teeth + strange,⿰ (left-right),⿰齿奇,"<span style=""color:#1a5276"">齿</span> <span style=""color:#666"">teeth</span><br><span style=""color:#1a5276"">奇</span> <span style=""color:#666"">strange</span>",SC::L2
𫠜,teeth grown in old age,ni2,teeth + youngster,⿰ (left-right),⿰齿兒,"<span style=""color:#1a5276"">齿</span> <span style=""color:#666"">teeth</span><br><span style=""color:#1a5276"">兒</span> <span style=""color:#666"">youngster</span>",SC::L2
鹾,brine,cuo2,fall short of / distinction,⿰ (left-right),⿰卤差,"<span style=""color:#1a5276"">差</span> <span style=""color:#666"">fall short of / distinction</span>",SC::L2
曌,name invented for herself by Tang empress Wu Zetian 武則天|武则天[Wu3 Ze2 tian1],Zhao4,bright + empty,⿱ (top-bottom),⿱明空,"<span style=""color:#1a5276"">明</span> <span style=""color:#666"">bright</span><br><span style=""color:#1a5276"">空</span> <span style=""color:#666"">empty</span>",SC::L2
曈,sun about to rise,tong2,day + juvenile,⿰ (left-right),⿰日童,"<span style=""color:#1a5276"">日</span> <span style=""color:#666"">day</span><br><span style=""color:#1a5276"">童</span> <span style=""color:#666"">juvenile</span>",SC::L2
㬚,light (2),,day,⿰ (left-right),⿰日𰕎,"<span style=""color:#1a5276"">日</span> <span style=""color:#666"">day</span>",SC::L2
蹅,"to trudge (in mud, snow etc)",cha3,investigate,⿰ (left-right),⿰𧾷查,"<span style=""color:#1a5276"">查</span> <span style=""color:#666"">investigate</span>",SC::L2
踶,paw,di4,be / just so,⿰ (left-right),⿰𧾷是,"<span style=""color:#1a5276"">是</span> <span style=""color:#666"">be / just so</span>",SC::L2
䗛,a kind of insect,,insect + dried meat,⿰ (left-right),⿰虫脩,"<span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span><br><span style=""color:#1a5276"">脩</span> <span style=""color:#666"">dried meat</span>",SC::L2
螗,variety of small cicada with a green back and a clear song (in ancient books),tang2,insect + Tang / T'ang,⿰ (left-right),⿰虫唐,"<span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span><br><span style=""color:#1a5276"">唐</span> <span style=""color:#666"">Tang / T'ang</span>",SC::L2
㠓,name of a mountain (4),,mountain + Mongolia / darken,⿰ (left-right),⿰山蒙,"<span style=""color:#1a5276"">山</span> <span style=""color:#666"">mountain</span><br><span style=""color:#1a5276"">蒙</span> <span style=""color:#666"">Mongolia / darken</span>",SC::L2
幪,cover,meng2,towel + Mongolia / darken,⿰ (left-right),⿰巾蒙,"<span style=""color:#1a5276"">巾</span> <span style=""color:#666"">towel</span><br><span style=""color:#1a5276"">蒙</span> <span style=""color:#666"">Mongolia / darken</span>",SC::L2
𪩘,peak of mountain,yan3,mountain + donate / offering,⿰ (left-right),⿰山献,"<span style=""color:#1a5276"">山</span> <span style=""color:#666"">mountain</span><br><span style=""color:#1a5276"">献</span> <span style=""color:#666"">donate / offering</span>",SC::L2
𨱑,bell (2),heng2,yellow,⿰ (left-right),⿰钅黄,"<span style=""color:#1a5276"">黄</span> <span style=""color:#666"">yellow</span>",SC::L2
𬭯,(same as 鐅) the blade or edge of a spade,,shredder,⿰ (left-right),⿰钅敝,"<span style=""color:#1a5276"">敝</span> <span style=""color:#666"">shredder</span>",SC::L2
穄,panicled millet,ji4,standing grain + offer sacrifice / ritual,⿰ (left-right),⿰禾祭,"<span style=""color:#1a5276"">禾</span> <span style=""color:#666"">standing grain</span><br><span style=""color:#1a5276"">祭</span> <span style=""color:#666"">offer sacrifice / ritual</span>",SC::L2
篚,round covered basket,fei3,bandit,⿱ (top-bottom),⿱𥫗匪,"<span style=""color:#1a5276"">匪</span> <span style=""color:#666"">bandit</span>",SC::L2
篯,surname Jian (2),Jian1,coin,⿱ (top-bottom),⿱𥫗钱,"<span style=""color:#1a5276"">钱</span> <span style=""color:#666"">coin</span>",SC::L2
簉,deputy,zao4,create,⿱ (top-bottom),⿱𥫗造,"<span style=""color:#1a5276"">造</span> <span style=""color:#666"">create</span>",SC::L2
鼽,congested nose,qiu2,nose + nine,⿰ (left-right),⿰鼻九,"<span style=""color:#1a5276"">鼻</span> <span style=""color:#666"">nose</span><br><span style=""color:#1a5276"">九</span> <span style=""color:#666"">nine</span>",SC::L2
衠,pure (2),,step with the left foot (Kangxi radical 60) + true + to step with the right foot (used in 彳亍[chi4 chu4]),⿲ (left-mid-right),⿲彳真亍,"<span style=""color:#1a5276"">彳</span> <span style=""color:#666"">step with the left foot (Kangxi radical 60)</span><br><span style=""color:#1a5276"">真</span> <span style=""color:#666"">true</span><br><span style=""color:#1a5276"">亍</span> <span style=""color:#666"">to step with the right foot (used in 彳亍[chi4 chu4])</span>",SC::L2
盦,container,an1,dish,⿱ (top-bottom),⿱酓皿,"<span style=""color:#1a5276"">皿</span> <span style=""color:#666"">dish</span>",SC::L2
螣,flying dragon,teng2,month,⿰ (left-right),⿰月䖭,"<span style=""color:#1a5276"">月</span> <span style=""color:#666"">month</span>",SC::L2
縢,tie up,teng2,month,⿰ (left-right),⿰月絭,"<span style=""color:#1a5276"">月</span> <span style=""color:#666"">month</span>",SC::L2
鲭,boiled stew of fish and meat,qing1,fish + blue or green,⿰ (left-right),⿰鱼青,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span><br><span style=""color:#1a5276"">青</span> <span style=""color:#666"">blue or green</span>",SC::L2
鲯,used in 鯕鰍|鲯鳅[qi2 qiu1],qi2,fish + his-hers-its-theirs,⿰ (left-right),⿰鱼其,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span><br><span style=""color:#1a5276"">其</span> <span style=""color:#666"">his-hers-its-theirs</span>",SC::L2
鲰,minnows,Zou1,fish + take,⿰ (left-right),⿰鱼取,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span><br><span style=""color:#1a5276"">取</span> <span style=""color:#666"">take</span>",SC::L2
鲺,cat fish,,fish + louse,⿰ (left-right),⿰鱼虱,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span><br><span style=""color:#1a5276"">虱</span> <span style=""color:#666"">louse</span>",SC::L2
鲹,carangid (zoology),shen1,fish + participate / visit,⿰ (left-right),⿰鱼参,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span><br><span style=""color:#1a5276"">参</span> <span style=""color:#666"">participate / visit</span>",SC::L2
𫗴,thick congee,zhan1,Mr. Hyde,⿰ (left-right),⿰饣亶,"<span style=""color:#1a5276"">亶</span> <span style=""color:#666"">Mr. Hyde</span>",SC::L2
亸,hang down,duo3,enjoy / receive + list,⿰ (left-right),⿰享单,"<span style=""color:#1a5276"">享</span> <span style=""color:#666"">enjoy / receive</span><br><span style=""color:#1a5276"">单</span> <span style=""color:#666"">list</span>",SC::L2
癀,used in 癀病[huang2 bing4],huang2,sickness + yellow,⿸ (top-left-wrap),⿸疒黄,"<span style=""color:#1a5276"">疒</span> <span style=""color:#666"">sickness</span><br><span style=""color:#1a5276"">黄</span> <span style=""color:#666"">yellow</span>",SC::L2
瘭,whitlow,biao1,sickness + ticket / ballot,⿸ (top-left-wrap),⿸疒票,"<span style=""color:#1a5276"">疒</span> <span style=""color:#666"">sickness</span><br><span style=""color:#1a5276"">票</span> <span style=""color:#666"">ticket / ballot</span>",SC::L2
𬸦,phoenix,zhuo2,tribe + bird,⿱ (top-bottom),⿱族鸟,"<span style=""color:#1a5276"">族</span> <span style=""color:#666"">tribe</span><br><span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L2
羱,large-horned wild goat,yuan2,sheep + flatlands / meadow,⿰ (left-right),⿰羊原,"<span style=""color:#1a5276"">羊</span> <span style=""color:#666"">sheep</span><br><span style=""color:#1a5276"">原</span> <span style=""color:#666"">flatlands / meadow</span>",SC::L2
糒,food for a journey,bei4,rice,⿰ (left-right),⿰米𤰇,"<span style=""color:#1a5276"">米</span> <span style=""color:#666"">rice</span>",SC::L2
燋,to cauterize,jiao1,fire + apprehensive / char,⿰ (left-right),⿰火焦,"<span style=""color:#1a5276"">火</span> <span style=""color:#666"">fire</span><br><span style=""color:#1a5276"">焦</span> <span style=""color:#666"">apprehensive / char</span>",SC::L2
熻,to heat,,fire + to open and close (the mouth etc),⿰ (left-right),⿰火翕,"<span style=""color:#1a5276"">火</span> <span style=""color:#666"">fire</span><br><span style=""color:#1a5276"">翕</span> <span style=""color:#666"">to open and close (the mouth etc)</span>",SC::L2
燊,brisk,shen1,flames (2) + tree,⿱ (top-bottom),⿱焱木,"<span style=""color:#1a5276"">焱</span> <span style=""color:#666"">flames (2)</span><br><span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span>",SC::L2
燚,to blaze,yi4,,⿱ (top-bottom),⿱炏炏,,SC::L2
燏,radiance of fire (2),yu4,fire + propitious,⿰ (left-right),⿰火矞,"<span style=""color:#1a5276"">火</span> <span style=""color:#666"">fire</span><br><span style=""color:#1a5276"">矞</span> <span style=""color:#666"">propitious</span>",SC::L2
濩,dashing of water,huo4,,⿰ (left-right),⿰氵蒦,,SC::L2
濋,"name of an ancient river (in present-day Dingtao County 定陶縣|定陶县[Ding4 tao2 Xian4], Shandong)",Chu3,clear,⿰ (left-right),⿰氵楚,"<span style=""color:#1a5276"">楚</span> <span style=""color:#666"">clear</span>",SC::L2
澽,a river in Shaanxi,Ju4,a wild boar,⿰ (left-right),⿰氵豦,"<span style=""color:#1a5276"">豦</span> <span style=""color:#666"">a wild boar</span>",SC::L2
澴,to return (of waves),huan2,,⿰ (left-right),⿰氵睘,,SC::L2
澼,bleach,pi4,repudiate,⿰ (left-right),⿰氵辟,"<span style=""color:#1a5276"">辟</span> <span style=""color:#666"">repudiate</span>",SC::L2
憷,to be afraid,chu4,clear,⿰ (left-right),⿰忄楚,"<span style=""color:#1a5276"">楚</span> <span style=""color:#666"">clear</span>",SC::L2
憺,peace (2),dan4,verbose,⿰ (left-right),⿰忄詹,"<span style=""color:#1a5276"">詹</span> <span style=""color:#666"">verbose</span>",SC::L2
懔,be afraid of,lin3,to make a report (to a superior),⿰ (left-right),⿰忄禀,"<span style=""color:#1a5276"">禀</span> <span style=""color:#666"">to make a report (to a superior)</span>",SC::L2
黉,school,hong2,yellow,⿱ (top-bottom),⿱𰃮黄,"<span style=""color:#1a5276"">黄</span> <span style=""color:#666"">yellow</span>",SC::L2
嬛,used in 便嬛[pian2 xuan1],huan2,woman,⿰ (left-right),⿰女睘,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",SC::L2
鹨,pipit (genus Anthus),liu4,kiddie cocktail + bird,⿰ (left-right),⿰翏鸟,"<span style=""color:#1a5276"">翏</span> <span style=""color:#666"">kiddie cocktail</span><br><span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L2
翯,glistening plumage of birds,he4,feathers + tall,⿱ (top-bottom),⿱羽高,"<span style=""color:#1a5276"">羽</span> <span style=""color:#666"">feathers</span><br><span style=""color:#1a5276"">高</span> <span style=""color:#666"">tall</span>",SC::L2
璱,bright (of jade),se4,Chinese harp,⿰ (left-right),⿰𤣩瑟,"<span style=""color:#1a5276"">瑟</span> <span style=""color:#666"">Chinese harp</span>",SC::L2
𤩽,sceptre,,donate / offering,⿰ (left-right),⿰𤣩献,"<span style=""color:#1a5276"">献</span> <span style=""color:#666"">donate / offering</span>",SC::L2
璬,jade pendant,jiao3,homing pigeon,⿰ (left-right),⿰𤣩敫,"<span style=""color:#1a5276"">敫</span> <span style=""color:#666"">homing pigeon</span>",SC::L2
璮,a kind of jade (10),tan3,Mr. Hyde,⿰ (left-right),⿰𤣩亶,"<span style=""color:#1a5276"">亶</span> <span style=""color:#666"">Mr. Hyde</span>",SC::L2
髽,dress the hair,zhua1,Kangxi radical 190 + sit / sitting in meditation,⿱ (top-bottom),⿱髟坐,"<span style=""color:#1a5276"">髟</span> <span style=""color:#666"">Kangxi radical 190</span><br><span style=""color:#1a5276"">坐</span> <span style=""color:#666"">sit / sitting in meditation</span>",SC::L2
擿,to nitpick,ti1,fingers + suitable,⿰ (left-right),⿰扌適,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">適</span> <span style=""color:#666"">suitable</span>",SC::L2
薿,luxuriant (of plants),ni3,flower + doubt,⿱ (top-bottom),⿱艹疑,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">疑</span> <span style=""color:#666"">doubt</span>",SC::L2
薸,duckweed (2),piao1,flower + drift,⿱ (top-bottom),⿱艹漂,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">漂</span> <span style=""color:#666"">drift</span>",SC::L2
檑,logs rolled down in defense of city,lei2,tree + thunder,⿰ (left-right),⿰木雷,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span><br><span style=""color:#1a5276"">雷</span> <span style=""color:#666"">thunder</span>",SC::L2
櫆,Polaris,kui2,tree + leader / pioneer,⿰ (left-right),⿰木魁,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span><br><span style=""color:#1a5276"">魁</span> <span style=""color:#666"">leader / pioneer</span>",SC::L2
檞,a kind of oak,,tree + untie / unravel,⿰ (left-right),⿰木解,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span><br><span style=""color:#1a5276"">解</span> <span style=""color:#666"">untie / unravel</span>",SC::L2
醨,dregs of wine,li2,sign of the bird + leave,⿰ (left-right),⿰酉离,"<span style=""color:#1a5276"">酉</span> <span style=""color:#666"">sign of the bird</span><br><span style=""color:#1a5276"">离</span> <span style=""color:#666"">leave</span>",SC::L2
繄,interj.,yi1,thread,⿱ (top-bottom),⿱殹糸,"<span style=""color:#1a5276"">糸</span> <span style=""color:#666"">thread</span>",SC::L2
磹,stone wedge,dian4,stone + surname Qin,⿰ (left-right),⿰石覃,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span><br><span style=""color:#1a5276"">覃</span> <span style=""color:#666"">surname Qin</span>",SC::L2
磻,name of a river in Shaanxi,pan2,stone + try / turn,⿰ (left-right),⿰石番,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span><br><span style=""color:#1a5276"">番</span> <span style=""color:#666"">try / turn</span>",SC::L2
瞫,look,Shen3,eye + surname Qin,⿰ (left-right),⿰目覃,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span><br><span style=""color:#1a5276"">覃</span> <span style=""color:#666"">surname Qin</span>",SC::L2
瞵,to stare at,lin2,eye + jack-o’-lantern,⿰ (left-right),⿰目粦,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span><br><span style=""color:#1a5276"">粦</span> <span style=""color:#666"">jack-o’-lantern</span>",SC::L2
蹐,walk with short steps,ji2,backbone / spinal column,⿰ (left-right),⿰𧾷脊,"<span style=""color:#1a5276"">脊</span> <span style=""color:#666"">backbone / spinal column</span>",SC::L2
蟏,used in 蠨蛸|蟏蛸[xiao1 shao1],xiao1,insect + desolate,⿰ (left-right),⿰虫萧,"<span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span><br><span style=""color:#1a5276"">萧</span> <span style=""color:#666"">desolate</span>",SC::L2
㘎,(of a tiger) to growl,han3,mouth + surname Kan,⿰ (left-right),⿰口阚,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">阚</span> <span style=""color:#666"">surname Kan</span>",SC::L2
